data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-03-19T08:00:00;Padova;Azienda Ospedale Università di Padova;77;28;48;7
2020-03-19T08:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-03-19T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;63;15;29;11
2020-03-19T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;12;22;0;1
2020-03-19T08:00:00;Belluno;Ospedale Belluno;26;5;3;3
2020-03-19T08:00:00;Belluno;Ospedale di Comunità Belluno;0;0;0;0
2020-03-19T08:00:00;Belluno;Ospedale Feltre;10;0;0;2
2020-03-19T08:00:00;Belluno;Ospedale Agordo;0;0;0;0
2020-03-19T08:00:00;Treviso;Ospedale Treviso;97;15;57;34
2020-03-19T08:00:00;Treviso;Ospedale Oderzo;6;0;0;2
2020-03-19T08:00:00;Treviso;Ospedale Conegliano;38;11;0;6
2020-03-19T08:00:00;Treviso;Ospedale Vittorio Veneto °;25;0;0;1
2020-03-19T08:00:00;Treviso;Ospedale Castelfranco;5;0;0;1
2020-03-19T08:00:00;Treviso;Ospedale Montebelluna;1;3;0;2
2020-03-19T08:00:00;Treviso;Ospedale S. Camillo-Treviso °;0;0;0;0
2020-03-19T08:00:00;Venezia;Ospedale Mestre;44;10;9;8
2020-03-19T08:00:00;Venezia;Ospedale Venezia;13;5;5;3
2020-03-19T08:00:00;Venezia;Ospedale Mirano;5;14;7;2
2020-03-19T08:00:00;Venezia;Ospedale Dolo °;42;6;2;1
2020-03-19T08:00:00;Venezia;Ospedale Chioggia;1;0;0;1
2020-03-19T08:00:00;Venezia;Ospedale Villa Salus-Mestre °;0;0;0;0
2020-03-19T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-03-19T08:00:00;Venezia;Ospedale Jesolo °;16;12;0;2
2020-03-19T08:00:00;Rovigo;Ospedale Rovigo;8;0;7;1
2020-03-19T08:00:00;Rovigo;Ospedale Trecenta °;0;3;0;0
2020-03-19T08:00:00;Rovigo;Ospedale Adria;1;0;0;0
2020-03-19T08:00:00;Padova;Ospedale Schiavonia °;87;13;2;6
2020-03-19T08:00:00;Padova;Ospedale Piove di Sacco;4;3;0;1
2020-03-19T08:00:00;Padova;Ospedale Cittadella;9;0;2;2
2020-03-19T08:00:00;Padova;Ospedale Camposampiero;0;0;0;0
2020-03-19T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0
2020-03-19T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;0;0;0;0
2020-03-19T08:00:00;Vicenza;Ospedale Santorso °;23;1;4;1
2020-03-19T08:00:00;Vicenza;Ospedale Bassano;14;3;0;2
2020-03-19T08:00:00;Vicenza;Ospedale Asiago;22;0;0;5
2020-03-19T08:00:00;Vicenza;Ospedale Vicenza;26;22;14;4
2020-03-19T08:00:00;Vicenza;Ospedale Noventa Vicentina;8;0;0;0
2020-03-19T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-03-19T08:00:00;Vicenza;Ospedale Valdagno;0;0;0;0
2020-03-19T08:00:00;Vicenza;Ospedale Lonigo;2;0;0;0
2020-03-19T08:00:00;Verona;Ospedale Legnago;17;8;0;2
2020-03-19T08:00:00;Verona;Ospedale San Bonifacio;5;0;0;0
2020-03-19T08:00:00;Verona;Ospedale Villafranca °;6;1;2;0
2020-03-19T08:00:00;Verona;Ospedale Marzana;0;0;0;0
2020-03-19T08:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-03-19T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;41;8;7;4
2020-03-19T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;17;1;2;0
